id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_scores_rating_missing,review_scores_accuracy_missing,review_scores_cleanliness_missing,review_scores_checkin_missing,review_scores_communication_missing,review_scores_location_missing,review_scores_value_missing
1304243937479409926,New City Family 2-RM Studio-Somerset/Orchard Area,"The studio is located at Central. Being in a prime location, it provides easy access to central business districts & the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retails, restaurants and dining experiences. My place is good for couples, solo adventurers, business travellers, and families (with kids).",Unknown,46685310,Yyin,2015-10-16,Singapore,Hi  ,within an hour,0.97,1.0,f,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_x_medium,River Valley,69,94,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.296310116595596,103.84000618052744,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",377.0,2,365,1.0,3.0,365.0,365.0,2.4,365.0,t,15,45,75,350,1,1,0,80,0,6,2262.0,2025-08-18,2025-08-18,3.0,3.0,4.0,4.0,3.0,3.0,2.0,Authorised Serviced Apartment,t,69,54,15,0,0.71,0,0,0,0,0,0,0
1304245612864353032,New Cozy 2 Rooms Family Studio-Somerset/City Area,"The studio is located at Central. Being in a prime location, it provides easy access to central business districts & the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retails, restaurants and dining experiences. My place is good for couples, solo adventurers, business travellers, and families (with kids).",Unknown,109333133,Pat,2017-01-01,Singapore,Unknown,within an hour,0.98,0.99,f,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_x_medium,River Valley,71,86,"['email', 'phone']",t,f,Unknown,River Valley,Central Region,1.29453,103.83925,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",500.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,21,51,81,261,0,0,0,86,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,71,56,15,0,0.0,1,1,1,1,1,1,1
1304307075681790215,Perfect Stay for Professionals,"Welcome to your ideal home in the heart of Tanjong Katong, Singapore’s most charming suburbs. This clean, cosy, and furnished common room is perfect for expatriate working professionals or students seeking a comfortable & convenient stay.<br />Why You'll Love It:<br />Prime Location: Short walk to amenities & eateries, MRT and bus stops. Professional cleaning services every 7–10 days. Available only for working professionals or students staying a minimum of 3 months. Managed by property professionals.",Unknown,11019885,Seok Kuen,2014-01-04,Singapore,"I travel for partial work and partial ""holiday"", mostly to Melbourne. 
I am easy going, very neat & quiet and do not smoke.
I frequently stay in touch by video calls to my family.",Unknown,1.0,0.99,f,https://a0.muscache.com/im/pictures/user/1f497ac7-6638-459c-bde5-bdd44f227435.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f497ac7-6638-459c-bde5-bdd44f227435.jpg?aki_policy=profile_x_medium,Marine Parade,2,3,"['email', 'phone']",t,t,Unknown,Marine Parade,Central Region,1.304412558925056,103.89656920234653,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Host greets you"", ""Air conditioning"", ""Kitchen"", ""Washer"", ""Lock on bedroom door"", ""Wifi""]",63.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,t,28,58,88,178,0,0,0,93,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,1,0,1,0,0.0,1,1,1,1,1,1,1
1305015830508327690,New Comfy Family Loft Studio-Somerset/Orchard Area,"The studio Apartment is NEW and come with brand new furniture. It is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,10248444,Recr,2013-11-25,Singapore,Hi,within an hour,0.99,1.0,f,https://a0.muscache.com/im/pictures/user/067a789d-a246-48be-a19f-b337c391c1cf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/067a789d-a246-48be-a19f-b337c391c1cf.jpg?aki_policy=profile_x_medium,River Valley,56,99,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.2963806110243716,103.83836677538146,Entire serviced apartment,Entire home/apt,6,1.0,1 bath,1.0,2.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",358.0,2,365,1.0,3.0,365.0,365.0,2.4,365.0,t,12,35,60,318,2,2,0,62,0,12,4296.0,2025-05-09,2025-08-27,4.5,5.0,4.5,4.0,4.5,5.0,4.0,Authorised Serviced Apartment,t,56,42,14,0,0.42,0,0,0,0,0,0,0
1305455432315941045,best room in orchard shopping st,Keep it simple at this peaceful and centrally-located place. and all business and famliy friend are all welcome for stay in this lovely quiet and privacy good view room for wonderful night. we provide private swimming pools and peaceful night and city view it.,Unknown,30240261,Leon,2015-03-29,Singapore,爱交朋友。乐于分享。帅哥一枚,Unknown,1.0,0.99,f,https://a0.muscache.com/im/pictures/user/de904b8b-13a4-4932-bfa2-79eba788ce5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/de904b8b-13a4-4932-bfa2-79eba788ce5d.jpg?aki_policy=profile_x_medium,River Valley,1,3,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.2975665,103.8359868,Private room in rental unit,Private room,2,2.0,2 baths,3.0,5.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Air conditioning"", ""Pool"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Lock on bedroom door"", ""Wifi"", ""Outdoor shower""]",93.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,t,30,60,90,90,0,0,0,90,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,1,0,1,0,0.0,1,1,1,1,1,1,1
1305712363471731665,New Cozy Studio/Balcony Apt-Somerset/Orchard Area,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,109333133,Pat,2017-01-01,Singapore,Unknown,within an hour,0.98,0.99,f,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_x_medium,River Valley,71,86,"['email', 'phone']",t,f,Unknown,River Valley,Central Region,1.2944976143514184,103.83795433219034,Entire serviced apartment,Entire home/apt,5,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",306.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,26,56,86,266,0,0,0,91,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,71,56,15,0,0.0,1,1,1,1,1,1,1
1305764194609352155,New Deluxe Balcony Studio Apt-Somerset/OrchardArea,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,46685310,Yyin,2015-10-16,Singapore,Hi  ,within an hour,0.97,1.0,f,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_x_medium,River Valley,69,94,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.2965515099574147,103.84020658701792,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",251.0,2,365,1.0,3.0,365.0,365.0,2.4,365.0,t,22,52,82,357,2,2,0,87,0,12,3012.0,2025-02-07,2025-04-22,4.5,5.0,5.0,5.0,5.0,5.0,5.0,Authorised Serviced Apartment,t,69,54,15,0,0.26,0,0,0,0,0,0,0
1306036969160839039,New City Family Loft Studio@ Somerset/Orchard Area,"The studio Apartment is NEW and come with brand new furniture. It is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,46685310,Yyin,2015-10-16,Singapore,Hi  ,within an hour,0.97,1.0,f,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_x_medium,River Valley,69,94,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.294713007096955,103.83956574167831,Entire serviced apartment,Entire home/apt,6,1.0,1 bath,1.0,2.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",397.0,2,365,1.0,3.0,365.0,365.0,2.4,365.0,t,20,50,79,259,2,2,0,84,0,12,4764.0,2025-03-30,2025-08-15,3.5,3.5,3.5,4.5,5.0,4.0,3.5,Authorised Serviced Apartment,f,69,54,15,0,0.33,0,0,0,0,0,0,0
1306041215051067535,New Comfy Room Suite /WIFI @ Somerset/Orchard Area,"The Bedroom suite is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,109333133,Pat,2017-01-01,Singapore,Unknown,within an hour,0.98,0.99,f,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_x_medium,River Valley,71,86,"['email', 'phone']",t,f,Unknown,River Valley,Central Region,1.2965858773037648,103.83947736883576,Private room in serviced apartment,Private room,3,1.0,1 private bath,1.0,1.0,"[""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Mini fridge"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hot water kettle"", ""Building staff""]",210.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,23,53,83,173,0,0,0,88,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,71,56,15,0,0.0,1,1,1,1,1,1,1
1306048811341918233,New Luxe Family 2QB Loft Studio-Somerset/City Area,"The studio Apartment is NEW and come with brand new furniture. It is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,404487343,Darrick,2021-05-31,Unknown,Unknown,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/b732287c-7c65-4a0d-a0e2-c8464e7ad1ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b732287c-7c65-4a0d-a0e2-c8464e7ad1ff.jpg?aki_policy=profile_x_medium,River Valley,35,71,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.2959282878068796,103.83801127871152,Entire serviced apartment,Entire home/apt,6,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",398.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,23,53,82,357,3,3,0,87,0,18,7164.0,2025-04-11,2025-08-01,4.33,4.67,4.0,5.0,4.33,4.0,4.0,Authorised Serviced Apartment,t,35,27,8,0,0.53,0,0,0,0,0,0,0
1306243357788054049,New Compact Loft Studio/WIFI-Somerset/Orchard Area,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,10248444,Recr,2013-11-25,Singapore,Hi,within an hour,0.99,1.0,f,https://a0.muscache.com/im/pictures/user/067a789d-a246-48be-a19f-b337c391c1cf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/067a789d-a246-48be-a19f-b337c391c1cf.jpg?aki_policy=profile_x_medium,River Valley,56,99,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.2952994973110992,103.83994937331816,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",234.0,2,365,1.0,3.0,365.0,365.0,2.4,365.0,t,24,54,84,359,0,0,0,89,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,56,42,14,0,0.0,1,1,1,1,1,1,1
1306249380244056095,New City Compact Loft Studio-Somerset/Orchard Area,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,46685310,Yyin,2015-10-16,Singapore,Hi  ,within an hour,0.97,1.0,f,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_x_medium,River Valley,69,94,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.296042023453744,103.8398875000293,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",271.0,2,365,1.0,4.0,365.0,365.0,2.4,365.0,t,24,54,84,359,0,0,0,89,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,69,54,15,0,0.0,1,1,1,1,1,1,1
1306250615386180893,New City Loft Studio Apt/WIFI-Somerset/OrchardArea,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,109333133,Pat,2017-01-01,Singapore,Unknown,within an hour,0.98,0.99,f,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_x_medium,River Valley,71,86,"['email', 'phone']",t,f,Unknown,River Valley,Central Region,1.29657,103.83988,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",215.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,23,53,83,173,4,4,0,88,1,24,5160.0,2024-12-24,2025-06-01,4.0,3.5,4.25,4.5,4.75,4.25,3.75,Authorised Serviced Apartment,t,71,56,15,0,0.43,0,0,0,0,0,0,0
1306274138096981390,New Cozy Loft Studio Apt@ Somerset/ Orchard Area,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,404487343,Darrick,2021-05-31,Unknown,Unknown,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/b732287c-7c65-4a0d-a0e2-c8464e7ad1ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b732287c-7c65-4a0d-a0e2-c8464e7ad1ff.jpg?aki_policy=profile_x_medium,River Valley,35,71,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.29453,103.83947,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Building staff""]",194.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,21,51,81,356,4,4,0,86,1,24,4656.0,2024-12-30,2025-07-21,4.75,4.75,5.0,5.0,5.0,5.0,4.0,Authorised Serviced Apartment,t,35,27,8,0,0.44,0,0,0,0,0,0,0
1306370957563529743,New Comfy en-Suite Room/WIFI-Somerset/Orchard Area,"The room is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,46685310,Yyin,2015-10-16,Singapore,Hi  ,within an hour,0.97,1.0,f,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cea1ae3-43cc-46a5-8b69-d385ed931018.jpg?aki_policy=profile_x_medium,River Valley,69,94,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.29459,103.83832,Private room in serviced apartment,Private room,2,1.0,1 private bath,1.0,1.0,"[""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Mini fridge"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hot water kettle"", ""Building staff""]",191.0,2,365,1.0,3.0,365.0,365.0,2.4,365.0,t,21,51,81,356,0,0,0,86,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,69,54,15,0,0.0,1,1,1,1,1,1,1
1306372338389015777,New City Cozy Room Suite @ Somerset/ Orchard Area,"The room is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,61619807,Ong,2016-03-05,Singapore,Unknown,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/30fbfcca-8eb3-473a-82d2-7edf5cc7c656.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30fbfcca-8eb3-473a-82d2-7edf5cc7c656.jpg?aki_policy=profile_x_medium,River Valley,47,91,"['email', 'phone']",t,t,Unknown,River Valley,Central Region,1.2966,103.83942,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Hair dryer"", ""Lock on bedroom door"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Mini fridge"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hot water kettle"", ""Building staff""]",196.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,23,53,83,355,6,6,2,88,0,36,7056.0,2025-01-12,2025-09-12,4.67,4.67,4.83,4.83,4.67,4.33,4.83,Authorised Serviced Apartment,t,47,37,10,0,0.69,0,0,0,0,0,0,0
1306458252774828087,Comfy City Room Suite/ WIFI -Somerset/Orchard Area,"The Bedroom suite is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",Unknown,109333133,Pat,2017-01-01,Singapore,Unknown,within an hour,0.98,0.99,f,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c67de804-dc7b-4c7c-b19f-f0895f219531.jpg?aki_policy=profile_x_medium,River Valley,71,86,"['email', 'phone']",t,f,Unknown,River Valley,Central Region,1.2946,103.84061,Private room in serviced apartment,Private room,3,1.0,1 private bath,1.0,1.0,"[""Hair dryer"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Mini fridge"", ""Elevator"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Hot water"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hot water kettle"", ""Building staff""]",208.0,2,365,1.0,3.0,365.0,365.0,2.5,365.0,t,24,54,84,264,0,0,0,89,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,71,56,15,0,0.0,1,1,1,1,1,1,1
